track,artist,danceability,energy,speechiness,valence
Shangri-La,The Lettermen,0.39,0.228,0.0334,0.41
Who Is Gonna Love Me?,Dionne Warwick,0.353,0.311,0.0421,0.326
Caravan,McCoy Tyner,0.601,0.458,0.058,0.786
Four By The Beatles,The Beatles,0.527,0.522,0.0259,0.73
(I was) Born To Cry,Dion,0.396,0.568,0.0639,0.607
Sombrita de Cocales,La Sonora Santanera,0.784,0.546,0.0478,0.98
Se Me Olvidó Tu Nombre,Javier Solís,0.582,0.232,0.0331,0.719
Só tinha de ser com você,Antônio Carlos Jobim,0.479,0.145,0.0362,0.493
Triste Amanhecer (Early Morning Rain),Trio Melodia,0.438,0.251,0.0422,0.529
Ain't No Way,Aretha Franklin,0.387,0.315,0.0301,0.232
A Fool Never Learns,Andy Williams,0.542,0.706,0.0318,0.755
Tema romantico 2,Giovanni Fusco,0.532,0.231,0.0486,0.402
"Run Away Child, Running Wild",The Temptations,0.729,0.772,0.028,0.757
Beautiful Zelda - 2007 Remaster,The Bonzo Dog Band,0.573,0.56,0.0437,0.395
(I Cried at) Laura's Wedding,Barbara Lynn,0.579,0.299,0.0304,0.194
The Portland Cement Factory At Monolith California,John Fahey,0.345,0.43,0.0409,0.0591
Neethone Vuntaanu,P. Susheela,0.388,0.806,0.0652,0.905
"Me Diga, Moço",Gilberto Gil,0.688,0.214,0.142,0.668
Volando,Coco Lagos y Sus Orates,0.575,0.656,0.0365,0.852
Swinging Con Noro,Noro Morales,0.505,0.541,0.12,0.96
Promised Land,Chuck Berry,0.477,0.895,0.0586,0.963
Look-Ka Py Py,The Meters,0.683,0.629,0.132,0.932
Good Times,Sam Cooke,0.663,0.638,0.0592,0.869
Ooo Baby Baby,The Miracles,0.319,0.43,0.0481,0.411
Insensatez (How Insensitive),Antônio Carlos Jobim,0.606,0.174,0.0329,0.389
Rock Me Baby,Johnny Winter,0.281,0.798,0.0827,0.704
Come Blow Your Horn,Maynard Ferguson,0.573,0.303,0.0485,0.547
La Silla Vacía,Gerardo Reyes,0.479,0.403,0.0516,0.727
Monster's Holiday,"Bobby ""Boris"" Pickett",0.715,0.453,0.387,0.68
A Perfect Love,Frankie Avalon,0.541,0.338,0.0291,0.613
Concerto for Guitar and Small Orchestra: II. Andantino e andante: Cadenza - III. Allegretto non troppo,Heitor Villa-Lobos,0.447,0.291,0.0423,0.191
Quick Joey Small (Run Joey Run),Kasenetz-Katz Singing Orchestral Circus,0.818,0.745,0.0385,0.961
Clear and Colder,Lesley Frost,0.718,0.147,0.917,0.428
When I Grow Up (To Be A Man),The Beach Boys,0.39,0.655,0.0365,0.789
Melinda,Yves Montand,0.295,0.0453,0.0334,0.115
Concentration Moon,Frank Zappa,0.487,0.277,0.0778,0.711
En Els Records Encara,Raimon,0.531,0.241,0.038,0.369
Let Love Come Between Us,James & Bobby Purify,0.687,0.484,0.0285,0.899
Ride!,Dee Dee Sharp,0.578,0.747,0.0957,0.74
The Far Side of the Hill,Harry Belafonte,0.343,0.336,0.0301,0.412
My Back Pages,The Byrds,0.558,0.524,0.0339,0.727
Tema drammatico 1,Giovanni Fusco,0.213,0.0412,0.0375,0.0469
Too Experienced,Eddie Lovette,0.649,0.66,0.0607,0.959
My Favorite Things,Herb Alpert & The Tijuana Brass,0.51,0.584,0.0895,0.192
"A New Orleans - Live, février 1961",Johnny Hallyday,0.529,0.93,0.141,0.937
A Man And A Half,Wilson Pickett,0.621,0.606,0.0333,0.805
Living for Kicks,Johnny Pearson,0.657,0.428,0.0413,0.786
À quoi ça sert - Remasterisé en 2016,Françoise Hardy,0.264,0.339,0.0307,0.35
"In Like Flint: Ahh, Your Father's Bob-lip - From ""In Like Flint""",Jerry Goldsmith,0.254,0.0513,0.0378,0.193
"Rigoletto [Act I]: Ch'io gli parli (Monterone, Duke, Borsa, Rigoletto, Marullo, Ceprano, Courtiers)",Giuseppe Verdi,0.261,0.292,0.0694,0.141
Dominica Prima Adventus. Graduale: Universi: I Mode,Traditional,0.139,0.101,0.0496,0.0378
I Love How You Love Me,The Paris Sisters,0.384,0.452,0.0281,0.453
"Piano Sonata No. 2 in A Major, Op. 2 No. 2: III. Scherzo. Allegretto",Ludwig van Beethoven,0.413,0.131,0.0395,0.625
The Oogum Boogum Song,Brenton Wood,0.885,0.64,0.0431,0.851
"Madama Butterfly, Act I: Viene la sera (Pinkerton, Butterfly, Suzuki)",Giacomo Puccini,0.162,0.119,0.0459,0.0518
Volga Boatmen,Traditional,0.115,0.144,0.0337,0.0727
Ooh Poo Pah Doo - Part II,Jessie Hill,0.626,0.849,0.0454,0.944
Hard To Handle,Patti Drew,0.446,0.79,0.0954,0.961
I Stand Accused,Jerry Butler,0.478,0.361,0.0268,0.525
"I Should Care - Live At Maty's On The Hill, Los Angeles, CA / 1967",Gerald Wilson Orchestra,0.614,0.273,0.0641,0.53
La Caduta Degli Dei (Version 2),Maurice Jarre,0.0785,0.0641,0.0382,0.0311
Where The Sun Has Never Shone,Jonathan King,0.154,0.518,0.0358,0.473
This Land Is Your Land,The New Christy Minstrels,0.567,0.554,0.0312,0.847
Dia 36,Os Mutantes,0.427,0.557,0.0395,0.445
Attack,Jerry Goldsmith,0.567,0.462,0.0563,0.382
Gospel Trane,Alice Coltrane,0.391,0.661,0.061,0.631
I Am A Rock,Simon & Garfunkel,0.66,0.611,0.0392,0.749
Se Me Perdió La Cartera,Celia Cruz,0.706,0.716,0.0426,0.892
Cançó de Les Mans - En Directe,Raimon,0.353,0.403,0.118,0.641
Girl You're Too Young,Archie Bell & The Drells,0.628,0.604,0.0325,0.599
Shout! Shout! (Knock Yourself Out),Ernie Maresca,0.654,0.721,0.139,0.967
Mi Comparsa - Remastered,Orquesta Casino De La Playa,0.448,0.726,0.219,0.474
She's Not There,The Zombies,0.523,0.803,0.045,0.898
Montuno Guajiro,Niño Rivera,0.763,0.531,0.0427,0.733
The Mystery Song,Steve Lacy,0.333,0.203,0.0337,0.512
Love from Afar,Ronnie Hawkins,0.625,0.513,0.0369,0.632
The Turk,Francy Boland,0.548,0.714,0.0793,0.539
More,Patti LaBelle,0.406,0.587,0.0368,0.58
Joy Of A Toy,Soft Machine,0.447,0.305,0.0428,0.512
Fare Thee Well,Ronnie Hawkins,0.409,0.0963,0.0374,0.15
Paisagem Util - Remastered 2006,Caetano Veloso,0.359,0.372,0.0285,0.454
Désormais,Charles Aznavour,0.438,0.687,0.0448,0.46
Son-Of-A Preacher Man,Dusty Springfield,0.401,0.498,0.0757,0.816
Amanhã,Paulinho Nogueira,0.479,0.0531,0.0539,0.68
Were You There,Traditional,0.247,0.106,0.0506,0.043
My Whole World Is Falling Down,Brenda Lee,0.762,0.45,0.0369,0.848
L'homme et son chien,Vladimir Cosma,0.364,0.0929,0.0328,0.202
"La Traviata - Opera in three acts (1992 Digital Remaster), Act I: Ah fors'è lui",Giuseppe Verdi,0.281,0.0654,0.0614,0.136
Let's Start All Over Again,Ronnie Dove,0.411,0.319,0.0317,0.327
(There's) Always Something There To Remind Me,Sandie Shaw,0.581,0.395,0.0449,0.695
Your One And Only Love,Jackie Wilson,0.34,0.369,0.0301,0.469
Find a Man,Francesco De Masi,0.426,0.729,0.0686,0.62
West Side Story: Act II: Tonight - Quintet,Leonard Bernstein,0.531,0.394,0.0886,0.708
Dig Where Dat's At!,The Lloyd McNeill Quartet,0.428,0.594,0.0285,0.89
Dum Dum Dee Dum,Johnny Cymbal,0.663,0.498,0.0376,0.969
Vivendo Sem Você (What Does It Takes),Jerry Adriani,0.568,0.713,0.0269,0.788
Four Improvisations by the Orchestra: I,Traditional,0.29,0.539,0.0706,0.0821
I Don't Wanna Know,Scott Walker,0.38,0.529,0.0527,0.66
You You You,Mel Carter,0.518,0.217,0.03,0.373
I'm Gonna Do What They Do To Me,B.B. King,0.653,0.498,0.0698,0.764
I'll Never Find Another You,The Seekers,0.547,0.786,0.195,0.577
For He's A Jolly Good Fellow,Bobby Vinton,0.452,0.344,0.0356,0.449
Bernadette,Four Tops,0.655,0.8,0.029,0.695
Be Careful Of Stones That You Throw,Dion,0.398,0.271,0.0326,0.497
Então Você Vai Sorrir (Mr. Diengly Sad),Leño,0.426,0.26,0.0298,0.354
Doin' Our Thing,Clarence Carter,0.679,0.562,0.0715,0.915
Man Alone,Louise Bogan,0.675,0.119,0.917,0.287
Poursuite,André Hossein,0.131,0.417,0.0414,0.0634
Payaso,Javier Solís,0.567,0.189,0.0481,0.542
Under The Moon Of Love,Curtis Lee,0.464,0.886,0.121,0.64
Lamento Borincano,Javier Solís,0.513,0.202,0.0833,0.52
Water Boy,Don Shirley Trio,0.425,0.0551,0.0437,0.282
Zip Code,The Five Americans,0.393,0.594,0.0267,0.927
Honky Tonk '65,Lonnie Mack,0.517,0.864,0.0571,0.864
Graduation Day,The Arbors,0.555,0.418,0.0248,0.816
Our Day Will Come,Ruby And The Romantics,0.538,0.625,0.045,0.718
Black Berries - Pt 1,The Isley Brothers,0.688,0.681,0.0343,0.798
The Door Is Still Open To My Heart,Dean Martin,0.236,0.429,0.0467,0.356
Tea For Two,Nino Tempo & April Stevens,0.583,0.663,0.0296,0.94
Ding-A-Ling,Bobby Rydell,0.645,0.755,0.0446,0.871
O Agente Secreto (Secret Agent Man),Trio Melodia,0.594,0.76,0.0319,0.935
Melao De Caña,La Sonora Matancera,0.629,0.559,0.0374,0.951
"Piano Sonata No. 2 in A Major, Op. 2 No. 2: I. Allegro vivace",Ludwig van Beethoven,0.423,0.0964,0.0613,0.217
Baby The Rain Must Fall,Glenn Yarbrough,0.56,0.529,0.0303,0.498
Soul Organ Impromptu,Alan Hawkshaw,0.786,0.397,0.101,0.957
Kindly Leave the Stage,Johnny Pearson,0.62,0.563,0.0675,0.963
"Serenade for Strings in C Major, Op. 48, TH 48: III. Elegy",Pyotr Ilyich Tchaikovsky,0.115,0.123,0.0439,0.0394
Found Love,Jimmy Reed,0.779,0.453,0.0435,0.831
Help Yourself,Tom Jones,0.616,0.731,0.0569,0.909
Dancin' The Strand,Maureen Gray,0.442,0.562,0.0267,0.671
Birthday Party,The Pixies Three,0.534,0.491,0.082,0.914
When I Was Young,Eric Burdon & The Animals,0.427,0.62,0.0355,0.453
"Shake, Rattle & Roll",Arthur Conley,0.504,0.67,0.0716,0.801
Pour Man' - 2007 Remaster,Lee Hazlewood,0.266,0.538,0.0319,0.796
Death of soldier - Morte di un soldato,Ennio Morricone,0.138,0.331,0.0336,0.038
Shimmy Like Kate,The Olympics,0.635,0.829,0.0471,0.963
Roll Over Beethoven,The Velaires,0.467,0.946,0.0436,0.961
The shower,Stelvio Cipriani,0.21,0.463,0.031,0.809
Ring a Rosy,Lord Invader,0.682,0.379,0.117,0.925
Payaso,Javier Solís,0.524,0.305,0.0368,0.537
Você Não Ouviu,Chico Buarque,0.616,0.565,0.0289,0.811
Ramachiluka,P. Susheela,0.559,0.364,0.0464,0.838
From Me To You,Del Shannon,0.499,0.691,0.0333,0.874
He'll Have To Stay,Jeanne Black,0.354,0.179,0.0355,0.427
The Hands I Love,Harry Belafonte,0.596,0.292,0.027,0.315
Stand!,Sly & The Family Stone,0.609,0.788,0.0629,0.517
You're Gonna Need Me,Barbara Lynn,0.648,0.328,0.0288,0.229
When A Man Loves A Woman,Percy Sledge,0.516,0.15,0.0272,0.206
"Amour toujours, tendresse caresse",Jacques Dutronc,0.647,0.341,0.0385,0.572
Comfort Southern,Elmer Bernstein,0.142,0.377,0.0365,0.136
La Traidora,Amalia Mendoza,0.545,0.214,0.0548,0.658
I Fall To Pieces,Patsy Cline,0.481,0.0568,0.0357,0.505
Come And Stay With Me,Marianne Faithfull,0.535,0.434,0.0264,0.588
The Dead,Denise Levertov,0.728,0.104,0.603,0.493
Herzog,Bobby Hutcherson,0.449,0.326,0.0362,0.486
I'm Just a Country Boy,Harry Belafonte,0.361,0.228,0.031,0.33
The Answer To My Prayer,Neil Sedaka,0.599,0.67,0.0408,0.829
El Loco,Javier Solís,0.558,0.312,0.0326,0.608
Smile (My Baby),The Tennors,0.724,0.556,0.0547,0.906
Jesus Is A Soul Man,Lawrence Reynolds,0.699,0.281,0.0269,0.752
"Piano Sonata No. 3 in C Major, Op. 2 No. 3: IV. Allegro assai",Ludwig van Beethoven,0.298,0.278,0.0431,0.547
Why (Am I Treated So Bad),The Sweet Inspirations,0.639,0.1,0.0277,0.577
Riot,Hugh Masekela,0.605,0.636,0.0278,0.874
I'll Cry Instead,The Beatles,0.643,0.73,0.0347,0.96
No Sé Com,Raimon,0.481,0.109,0.0435,0.182
Release Me,Johnny Adams,0.39,0.33,0.029,0.319
Cloud Song,The United States Of America,0.132,0.301,0.0532,0.209
Ich bin nur ein armer Wandergesell,Vienna State Opera Orchestra,0.393,0.238,0.0287,0.434
I'm A Man,The Spencer Davis Group,0.554,0.859,0.066,0.686
All Over The World,Nat King Cole,0.264,0.368,0.0337,0.524
What Kind Of Fool Am I,Sammy Davis Jr.,0.231,0.31,0.0301,0.161
Marcia without hope - Marcetta senza speranza,Ennio Morricone,0.192,0.227,0.0334,0.0824
Brown Rice,Don Cherry,0.61,0.744,0.0483,0.591
Telephone Conversation,Frank Zappa,0.625,0.244,0.202,0.0541
Spring In Manhattan,Tony Bennett,0.297,0.223,0.0309,0.113
Clinging Vine,Bobby Vinton,0.46,0.196,0.034,0.728
"Tosca (Sung in German): Act III: Ach, meine Suefzer! (Hirte)",Giacomo Puccini,0.0937,0.032,0.0404,0.0343
The Blizzard,Jim Reeves,0.624,0.202,0.0412,0.481
"Woman Like That, Yeah",Joe Tex,0.736,0.472,0.0322,0.742
I've Got Soul,The Tennors,0.82,0.589,0.343,0.619
Stubborn Kind Of Fellow,Marvin Gaye,0.606,0.694,0.0468,0.933
I've Been Loving You Too Long (To Stop Now),Otis Redding,0.499,0.289,0.0281,0.145
Image,Antônio Carlos Jobim,0.248,0.337,0.0309,0.223
Watch Chimes #2 - Carillion's Theme,Ennio Morricone,0.482,0.0981,0.0396,0.0594
"Poem, 1961 (excerpt)",Robert Lowell,0.65,0.0877,0.908,0.602
Follow The Boys,Connie Francis,0.236,0.405,0.0281,0.389
Button Up Your Overcoat - 2007 Remastered Version,The Bonzo Dog Band,0.769,0.54,0.0433,0.961
La Virgen Lava Pañales,Traditional,0.134,0.198,0.0364,0.0499
Semana Inteira / O Pau Comeu Na Casa De Noca,Elza Soares,0.788,0.64,0.0904,0.903
That's How Strong My Love Is,Otis Redding,0.473,0.421,0.0558,0.682
Goldfinger,Billy Strange,0.339,0.506,0.0348,0.355
"Il barbiere di Siviglia / Act 1: No.2 Cavatina: ""Largo al factotum""",Gioachino Rossini,0.409,0.321,0.058,0.347
Meu Choro Pra Você,Gilberto Gil,0.645,0.0717,0.194,0.561
Lamento,Antônio Carlos Jobim,0.434,0.44,0.0639,0.194
Love Of The Common People,The Winstons,0.398,0.734,0.0939,0.662
No Particular Place To Go,Chuck Berry,0.596,0.791,0.0446,0.98
Hello Goodbye,The Beatles,0.479,0.733,0.0256,0.806
"Tosca (Sung in German): Act I: Ach, di Augen! - Mit deinen Augen kann kein andres Auge sich messen (Tosca, Cavaradossi)",Giacomo Puccini,0.311,0.209,0.034,0.144
Tell Her For Me,Adam Wade,0.33,0.155,0.0317,0.23
One More Heartache,Marvin Gaye,0.512,0.616,0.0347,0.92
"Luana la figlia della foresta vergine, Seq. 1",Stelvio Cipriani,0.148,0.317,0.0319,0.0616
Getting Aquainted,Jerry Goldsmith,0.0834,0.00402,0.0429,0.0513
Seven Day Weekend,Gary U.S. Bonds,0.493,0.703,0.0459,0.663
Why Did You Leave Me,Dorothy Ashby,0.483,0.377,0.0376,0.602
The River Is Wide,The Grass Roots,0.643,0.631,0.0304,0.75
"Carnival of the Animals, R. 125: Aquarium",Camille Saint-Saëns,0.277,0.0394,0.0386,0.128
Are You Never Coming Home,Sandy Posey,0.407,0.298,0.0286,0.422
Uptight (Everything's Alright),Nancy Wilson,0.641,0.792,0.232,0.916
Red Red Wine,Neil Diamond,0.521,0.307,0.0239,0.469
Love Is Just A Four-Letter Word,Joan Baez,0.516,0.329,0.0291,0.62
"Symphony No. 1 in D Major ""Titan"": IIIb. A tempo. Ziemlich langsam",Gustav Mahler,0.0949,0.0413,0.037,0.169
Goodbye Columbus,The Association,0.573,0.62,0.0303,0.648
"Run, Run, Run",Ronny Douglas,0.427,0.796,0.0507,0.555
Rumors,Syndicate Of Sound,0.636,0.533,0.0342,0.764
Let's Go (pony),The Routers,0.808,0.947,0.0479,0.607
Symphony,Elmer Bernstein,0.655,0.516,0.0488,0.87
Lollipops And Roses,Paul Petersen,0.457,0.421,0.0319,0.659
Anything Goes,Harpers Bizarre,0.464,0.517,0.0352,0.618
Swingin' On A Rainbow,Frankie Avalon,0.587,0.43,0.0314,0.96
Atire A Primeira Pedra,Orlando Silva,0.461,0.495,0.0325,0.671
Crash Landing,Jerry Goldsmith,0.296,0.135,0.0508,0.0341
Midnight,Johnny Gibson,0.616,0.796,0.0341,0.962
Improvisations On The Theme Music From Pather Panchali - Digitally Remastered,Ravi Shankar,0.336,0.247,0.0532,0.429
The Rainwalkers,Denise Levertov,0.691,0.049,0.525,0.348
Love Is Here And Now You're Gone,The Supremes,0.575,0.643,0.0504,0.846
"In Nativitate Domini, Ad Missam In Die. Communio: Viderunt Omnes Fines Terrae, I Mode",Traditional,0.274,0.131,0.0538,0.0345
I Want To (Do Everything For You),Joe Tex,0.477,0.551,0.0914,0.945
I Surrender,Fontella Bass,0.698,0.69,0.0368,0.875
Agent Double-O-Soul,Edwin Starr,0.679,0.398,0.0628,0.735
I Will Love You,Richard Chamberlain,0.426,0.118,0.0291,0.442
The Golden Rule of Love,Scott Walker,0.477,0.328,0.0271,0.513
Teenager's Prayer,Joe Simon,0.256,0.331,0.0384,0.63
"You, I",The Rugbys,0.524,0.547,0.0695,0.846
Siento Alejarme,Javier Solís,0.539,0.434,0.0259,0.788
Vamos a Gozar,Jose Fajardo,0.736,0.716,0.0413,0.956
Xeém,Luiz Gonzaga,0.705,0.823,0.0295,0.982
This Is My Prayer,Theola Kilgore,0.333,0.244,0.0303,0.268
The Welk-In Rings,Jerry Goldsmith,0.723,0.175,0.0934,0.282
Corazón Contento,Palito Ortega,0.632,0.571,0.0768,0.679
Misty,Lloyd Price,0.482,0.698,0.0648,0.525
Lolita Ya-Ya,The Ventures,0.615,0.427,0.0381,0.611
A Boy Named Sue,Johnny Cash,0.63,0.489,0.18,0.796
I Just Don't Know What To Do With Myself,Dionne Warwick,0.314,0.371,0.0354,0.467
Hey Baby (They're Playing Our Song),The Buckinghams,0.469,0.523,0.0828,0.781
Young and Tender,David Lindup,0.571,0.354,0.0337,0.748
Anymore,Teresa Brewer,0.525,0.365,0.0328,0.556
Seattle,Perry Como,0.515,0.721,0.04,0.811
Tema para Morte e Vida Severina,Chico Buarque,0.428,0.533,0.0283,0.748
Retrato Em Branco e Preto,Chico Buarque,0.493,0.462,0.0306,0.331
Keep On Dancing,Alvin Cash,0.784,0.709,0.0552,0.962
This Christmas,Donny Hathaway,0.634,0.645,0.0376,0.677
I Can't Stop Loving You,Ray Charles,0.31,0.279,0.0308,0.377
I'm A Midnight Mover,Wilson Pickett,0.782,0.658,0.0426,0.892
Stop! In The Name Of Love,The Supremes,0.612,0.444,0.0293,0.503
Jamie,Eddie Holland,0.671,0.681,0.0482,0.866
Perduts - En Directe,Raimon,0.497,0.103,0.0912,0.346
"Rigoletto [Act I]: Che m'ami, deh! ripetimi! (Duke, Gilda, Ceprano, Borsa, Giovanna)",Giuseppe Verdi,0.478,0.318,0.0636,0.475
I'm Crying,The Animals,0.477,0.754,0.0344,0.713
(Here They Come) From All Over The World,Jan & Dean,0.461,0.68,0.0446,0.957
Minha Senhora - Bonus Track,Gilberto Gil,0.541,0.433,0.0443,0.821
Up-Up And Away,Hugh Masekela,0.355,0.687,0.0582,0.773
"Dear, Dear Valentine",John Zacherle,0.437,0.39,0.0543,0.323
Going To A Go-Go,The Miracles,0.727,0.76,0.0291,0.952
West Side Story: Act I: America,Leonard Bernstein,0.413,0.559,0.217,0.7
The Way You Look Tonight,The Lettermen,0.172,0.33,0.0305,0.143
The Crossed Apple,Louise Bogan,0.668,0.125,0.939,0.274
E's Flat Ah's Flat Too,Charles Mingus,0.382,0.476,0.0875,0.658
Heartaches By The Number,Guy Mitchell,0.584,0.589,0.0718,0.842
Volks Volkswagen Blues,Gilberto Gil,0.529,0.544,0.0639,0.636
Sorrisos,Orlando Silva,0.352,0.498,0.0304,0.351
"13 de Març, Cançó dels Creients - En Directe",Raimon,0.673,0.713,0.284,0.367
Caravane des Francs,André Hossein,0.55,0.314,0.027,0.372
New Orleans,U.S. Bonds,0.504,0.914,0.0818,0.96
That's What Girls Are Made For,The Spinners,0.362,0.424,0.0384,0.646
In My Room,Sagittarius,0.239,0.196,0.032,0.486
All or Nothing,Patti LaBelle,0.349,0.7,0.036,0.683
Domingo De Rosa,Os Originais Do Samba,0.667,0.684,0.041,0.963
Bravo,Celia Cruz,0.717,0.431,0.032,0.782
You're The Reason I'm Living,Bobby Darin,0.43,0.204,0.031,0.408
Forget Him,Bobby Rydell,0.512,0.536,0.0278,0.675
"Hey, Mr. Sax Man",Boots Randolph,0.796,0.818,0.0881,0.966
Let Me Be Lonely,Dionne Warwick,0.476,0.292,0.0488,0.313
Don't Go Near The Eskimos,Ben Colder,0.694,0.495,0.122,0.577
Little Man,Sonny & Cher,0.596,0.553,0.0326,0.85
That's My Girl,The Monks,0.743,0.923,0.0493,0.739
Crystal Blue Persuasion,Tommy James & The Shondells,0.621,0.341,0.049,0.578
The Pied Piper,Crispian St. Peters,0.692,0.734,0.0465,0.963
Careless Love,Ray Charles,0.454,0.157,0.0367,0.49
"Oo Wee Baby, I Love You",Fred Hughes,0.488,0.418,0.0324,0.492
(Loneliness Made Me Realize) It's You That I Need,The Temptations,0.555,0.37,0.0311,0.965
Ticket To Ride,The Beatles,0.519,0.85,0.0678,0.749
The Little Old Lady (From Pasadena),Jan & Dean,0.478,0.817,0.0316,0.943
Nada Contigo,Gerardo Reyes,0.444,0.171,0.0593,0.43
La - La - Means I Love You,The Delfonics,0.365,0.548,0.0288,0.623
Favelado,Zé Keti,0.544,0.477,0.0427,0.688
On The Sunny Side Of The Ocean,John Fahey,0.479,0.727,0.0316,0.483
Happy Summer Days,Ronnie Dove,0.612,0.637,0.0392,0.852
My One and Only Love,Wanda Warska,0.452,0.265,0.0355,0.136
Memories Are Made Of This,The Drifters,0.643,0.682,0.0394,0.876
For a Few Dollars More: Mortimer & The Chest,Ennio Morricone,0.204,0.0331,0.0353,0.0396
Teasin' You,Willie Tee,0.722,0.358,0.0399,0.734
Out To Lunch - Remastered 1998,Eric Dolphy,0.425,0.655,0.1,0.466
Paraules D'Amor - Versión 1966,Joan Manuel Serrat,0.329,0.128,0.0423,0.352
You'd Better Come Home,Petula Clark,0.64,0.469,0.0269,0.576
School Is Out,Gary U.S. Bonds,0.464,0.778,0.185,0.812
Indiambo,Miguelito Valdes,0.405,0.695,0.0521,0.578
Say It Now - Remastered,Françoise Hardy,0.45,0.49,0.0545,0.649
I Can't Quit The Blues,Buddy Guy,0.551,0.489,0.0356,0.776
The New Girl In School,Jan & Dean,0.548,0.766,0.0509,0.967
Let's Kiss And Make Up,Bobby Vinton,0.391,0.131,0.0294,0.478
"Taler, Taler, du musst wandern",Traditional,0.431,0.0795,0.0652,0.478
All Day And All Of The Night,The Kinks,0.551,0.86,0.0796,0.723
Caramelos,Tito Puente,0.565,0.736,0.0357,0.816
"Rigoletto [Act I]: E il so dell'anima (Duke, Gilda)",Giuseppe Verdi,0.247,0.181,0.0497,0.151
"In Nativitate Domini, Ad Missam In Die. Alleluia, Dies Santificatus, II Mode",Traditional,0.218,0.0784,0.0445,0.0392
"La fille du régiment / Act 1: Allons, allons, march', march' à l'instant",Gaetano Donizetti,0.371,0.156,0.123,0.0906
Everybody Loves A Winner,William Bell,0.305,0.22,0.0268,0.459
Ain't It A Shame,Major Lance,0.778,0.746,0.107,0.708
Les amours perdues,Serge Gainsbourg,0.742,0.254,0.0368,0.657
Marching Band,Jerry Goldsmith,0.532,0.534,0.0368,0.796
My Special Prayer,Joe Simon,0.652,0.44,0.0349,0.567
Bow Tie Daddy,Frank Zappa,0.743,0.341,0.127,0.973
What's New Pussycat?,Tom Jones,0.392,0.453,0.171,0.574
I Turned You On,The Isley Brothers,0.41,0.722,0.165,0.817
Louie Louie,The Kingsmen,0.623,0.709,0.0636,0.948
Absolutely Free,Frank Zappa,0.493,0.383,0.0711,0.308
Garganta De Cera,Ary Lobo,0.562,0.773,0.058,0.961
The Spider And The Fly,John Zacherle,0.645,0.585,0.227,0.557
The Ten Commandments Of Love,Peaches & Herb,0.478,0.64,0.0352,0.543
Welcome Home Baby,The Shirelles,0.469,0.205,0.0315,0.341
Tragedy,Johnny Pearson,0.718,0.982,0.0462,0.312
Did You Ever See A Dream Walking,Fats Domino,0.635,0.347,0.036,0.816
I Was Made To Love Her,Stevie Wonder,0.371,0.613,0.0452,0.873
Kanne Raja,P. Susheela,0.483,0.341,0.0319,0.47
When You're Young And In Love,Ruby And The Romantics,0.49,0.538,0.0325,0.508
One Monkey Don't Stop No Show,Joe Tex,0.54,0.436,0.169,0.866
Voz Geral,Marinês E Sua Gente,0.528,0.561,0.0323,0.892
Satisfaction,Otis Redding,0.772,0.729,0.114,0.867
Goin' Down Jordan,Harry Belafonte,0.586,0.739,0.161,0.881
He Needs Me,Wanda Warska,0.469,0.175,0.0321,0.223
A Million And One,Vic Dana,0.336,0.313,0.0282,0.43
The Pasture,Lesley Frost,0.752,0.147,0.948,0.598
Agua De Beber,Antônio Carlos Jobim,0.602,0.441,0.0323,0.687
The Roaming Beast,David Lindup,0.292,0.011,0.048,0.49
At The Club,The Drifters,0.517,0.572,0.0352,0.973
It's Gotta Be A World's Record,Jerry Goldsmith,0.478,0.484,0.0361,0.522
The Air,Frank Zappa,0.548,0.375,0.0276,0.599
Clavel Sevillano,Javier Solís,0.296,0.462,0.0362,0.443
500 Miles,"Peter, Paul and Mary",0.436,0.0695,0.0298,0.255
A Hard Day's Night,The Beatles,0.59,0.805,0.0371,0.797
Newport,Maynard Ferguson,0.352,0.661,0.0608,0.443
Silly Boy (She Doesn't Love You),The Lettermen,0.231,0.281,0.0307,0.346
